ID,Deca,Competitor,DOB,Nat,Pos,Venue,Date,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus_Throw,Pole_Vault,Javelin_Throw,1500m,1500m_secs,100m_pts,Long_Jump_pts,Shot_Put_pts,High_Jump_pts,400_pts,110m_Hurdles_pts,Discus_Throw_pts,Pole_Vault_pts,Javelin_Throw_pts,1500m_pts,100m_dev,Long_Jump_dev,Shot_Put_dev,High_Jump_dev,400m_dev,110m_Hurdles_dev,Discus_Throw_dev,Pole_Vault_dev,Javelin_Throw_dev,1500m_dev
77,5916,Björgvin Hólm,,ISL,18,Stockholm,8/21/1958,"11,7","6,24","12,57","1,7","51,7","15,8","35,74",,"54,08",04:30.6,"271,00",712,640,642,544,738,756,579,0,650,739,"-1,633686182","-2,344836525","-0,9745273383","-2,512670029","-1,063630008","-1,23483676","-1,425885506","-5,321962995","-0,4830671081","0,5622496141"
78,7653,Vasiliy Kuznetsov,,USR,1,Beograd,9/14/1962,"10,8","6,91","14,32","1,75","49,3","14,5","48,08","3,9","68,08",04:41.0,"281,00",906,793,748,586,848,911,831,590,861,675,"0,8690205461","-0,6720489975","0,2595274202","-2,052742745","0,3078053989","0,485569922","1,28984949","-1,329126439","1,584647762","0,01344962572"
79,7637,Werner von Moltke,,GER ,2,Beograd,9/14/1962,"10,7","7,03","14,93","1,8","49,7","14,8","49,41","4,25","56,17",04:46.9,"287,00",929,821,786,628,829,874,859,688,681,637,"1,165733199","-0,3659179468","0,701924409","-1,592815461","0,07092110133","0,0748921978","1,591597823","-0,6659095199","-0,1792796154","-0,3124003674"
80,7562,Manfred Bock,,GER ,3,Beograd,9/14/1962,"10,8","6,96","13,25","1,86","48,6","14,7","39,47","3,9","62,65",04:22.9,"263,00",906,805,683,679,881,887,654,590,778,792,"0,8690205461","-0,5408499758","-0,4972042713","-1,034332331","0,7192360211","0,2191843712","-0,6176310429","-1,329126439","0,771281249","1,016724604"
81,7500,Eef Kamerbeek,,NED ,4,Beograd,9/14/1962,"11,1","7,03","14,13","1,83","50,9","14,5","47,44","3,8","63,62",04:39.2,"279,00",839,821,737,653,774,911,818,563,793,687,"0,004683686502","-0,3659179468","0,1314651339","-1,319049221","-0,6147966022","0,485569922","1,14975205","-1,511849468","0,9182751971","0,1163496235"
82,7355,Willi Holdorf,,GER ,5,Beograd,9/14/1962,"10,5","7,08",14,"1,75","48,7","15,1","44,43","3,6","50,98",04:30.0,"270,00",976,833,729,586,876,838,756,509,604,745,"1,772059056","-0,234718925","0,03832892572","-2,052742745","0,656898048","-0,3246861285","0,4815950271","-1,877295526","-0,933848549","0,613699613"
83,7299,Yuriy Dyachkov,,USR,6,Beograd,9/14/1962,"11,1","7,12","13,59","1,86","49,8","14,9","43,09",4,"52,37",04:41.7,"282,00",839,843,704,679,824,862,728,618,624,668,"0,004683686502","-0,1253864069","-0,2527217249","-1,034332331","0,00858312828","-0,05830057762","0,1798466941","-1,139635891","-0,7378566182","-0,046575373"
84,7199,Mirko Kolnik,,YUG ,7,Beograd,9/14/1962,"10,7","6,81","13,82","1,75","50,3","15,7","41,95","4,45","55,54",04:53.3,"293,00",929,769,718,586,801,767,705,746,671,601,"1,165733199","-0,934447041","-0,08973336053","-2,052742745","-0,2781715478","-1,112743383","-0,06801800794","-0,273393384","-0,2772755808","-0,6211003608"
85,7185,Jože Brodnik,,YUG ,8,Beograd,9/14/1962,"11,3","6,80","13,15","1,83","51,4","15,4","39,25",4,"63,99",04:27.4,"267,00",795,767,677,653,752,802,650,618,799,765,"-0,5629405198","-0,9563135447","-0,5670564275","-1,319049221","-0,8890836836","-0,7242644547","-0,6607379476","-1,139635891","0,9770727763","0,7851996093"
86,7085,Markus Kahma,,FIN ,9,Beograd,9/14/1962,"11,3","6,60","15,01","1,65","50,9","15,8","47,87","3,7","56,87",04:24.7,"265,00",795,721,791,504,774,756,827,536,691,778,"-0,5629405198","-1,459243128","0,7601345392","-2,950696013","-0,6147966022","-1,23483676","1,246742586","-1,694572497","-0,08128365001","0,8966746069"
87,6866,Valbjörn Þorláksson,,ISL,10,Beograd,9/14/1962,11,"6,47","11,77","1,8","51,1","15,6","39,62","4,3","56,5",04:54.0,"294,00",861,691,593,628,765,779,657,703,686,595,"0,2884957897","-1,787240682","-1,544986613","-1,592815461","-0,7270049537","-0,9795506076","-0,5853008644","-0,5643967262","-0,1302816327","-0,6725503597"
88,6646,Jean-René Monneret,,FRA ,11,Beograd,9/14/1962,11,"6,41","12,74","1,83",51,"15,7","32,3","4,15","53,63",05:03.0,"303,00",861,678,652,653,770,767,510,660,643,543,"0,2884957897","-1,929372956","-0,8581070781","-1,319049221","-0,6646669807","-1,112743383","-2,169479612","-0,8554000683","-0,5516642839","-1,11845035"
89,6201,German Klimov,,USR,12,Beograd,9/14/1962,11,"6,41","12,74","1,83","49,6","15,9","38,85",,"50,19",04:47.2,"287,00",861,678,652,653,834,745,642,0,592,637,"0,2884957897","-1,929372956","-0,8581070781","-1,319049221","0,1332590744","-1,356930138","-0,7469517571","-5,321962995","-1,051443707","-0,3124003674"
90,6583,Franco Sar,,ITA,13,Beograd,9/14/1962,"11,3","6,31","13,16","1,75","52,7",15,"45,82","3,5","52,53",05:06.8,"307,00",795,655,678,586,695,850,784,483,627,521,"-0,5629405198","-2,180837748","-0,5554144015","-2,052742745","-1,599736576","-0,191493353","0,78334336","-2,053251035","-0,7084578286","-1,307100346"
91,6367,Léopold Marien,,BEL,14,Beograd,9/14/1962,"11,1","6,02","10,84","1,65",50,"14,6","34,76","3,2","47,64",04:28.6,"269,00",839,591,537,504,815,899,559,406,554,752,"0,004683686502","-2,880565864","-2,196940071","-2,950696013","-0,1036252232","0,3523771466","-1,64142003","-2,574350043","-1,423828376","0,6737246117"
92,6139,Gyula Hubai,,HUN ,15,Beograd,9/14/1962,"11,3","6,31","12,05","1,75","54,5","16,1","43,41","3,8","43,84",05:21.2,"321,00",795,655,610,586,620,722,735,563,498,445,"-0,5629405198","-2,180837748","-1,347072171","-2,052742745","-2,534806172","-1,612216291","0,2552837774","-1,511849468","-1,972605782","-1,958800332"
93,7607,Werner von Moltke,,GER ,1,Budapest,9/1/1966,11,"7,18","15,55","1,85","50,1","15,1","45,74","4,2","62,96",04:53.5,"294,00",861,857,824,671,810,838,783,674,783,595,"0,2884957897","0,02767911851","1,144321398","-1,121937528","-0,1659631963","-0,3246861285","0,7725666338","-0,7606547941","0,8202792317","-0,6725503597"
94,7478,Jörg Mattheis,,GER ,2,Budapest,9/1/1966,"11,3","7,17","14,45","1,88",50,"16,2","45,48","3,7","67,98",04:26.9,"267,00",795,855,756,697,815,711,777,536,859,765,"-0,5629405198","0,005812614888","0,3526636283","-0,837220638","-0,1036252232","-1,734309668","0,7079062768","-1,694572497","1,565048569","0,7851996093"
95,7479,Horst Beyer,,GER ,3,Budapest,9/1/1966,"11,5","6,89","14,73","1,88","49,5","14,9","41,8","4,1","56,36",04:17.9,"258,00",753,788,774,697,838,862,702,646,684,826,"-1,104763626","-0,7267152566","0,5622200968","-0,837220638","0,1831294528","-0,05830057762","-0,1003481865","-0,9501453425","-0,1498808258","1,308274598"
96,7280,Max Klauß,,GER,4,Budapest,9/1/1966,11,"7,61","12,94","1,91","49,8","16,7","40,38","4,35","53,1",04:44.6,"285,00",861,963,664,723,824,656,673,717,635,650,"0,2884957897","1,186603811","-0,7184027658","-0,552503748","0,00858312828","-2,344776556","-0,4128732456","-0,469651452","-0,6300610562","-0,2009253697"
97,7210,Rein Aun,,USR,5,Budapest,9/1/1966,"11,3","7,01","13,52","1,85","50,6",16,"42,76","4,1","57,6",04:32.8,"273,00",795,817,699,671,788,733,721,646,702,726,"-0,5629405198","-0,409650954","-0,310931855","-1,121937528","-0,4402502777","-1,490122913","0,1044096109","-0,9501453425","0,02651191193","0,4507746164"
98,7054,Jüri Otsmaa,,USR,6,Budapest,9/1/1966,"11,4","6,83","13,93","1,94","51,3","15,4","38,02","3,8","53,48",04:31.4,"271,00",774,774,725,750,756,802,625,563,641,739,"-0,8338520728","-0,879780782","-0,008239178371","-0,2568362084","-0,8392133052","-0,7242644547","-0,9301561021","-1,511849468","-0,571263477","0,5622496141"
99,7002,Mikhail Storozhenko,,USR,7,Budapest,9/1/1966,"11,5","6,95","14,48","1,88","54,5","15,1","45,18",4,"54,76",04:57.5,"298,00",753,802,758,697,620,838,771,618,660,572,"-1,104763626","-0,5736497312","0,3759476804","-0,837220638","-2,534806172","-0,3246861285","0,6432459197","-1,139635891","-0,3850711427","-0,8697753555"
100,6999,Werner Duttweiler,,SUI,8,Budapest,9/1/1966,"11,4","6,95","13,52","1,85","52,4","15,4","36,66","4,4","53,06",04:42.0,"282,00",774,802,699,671,708,802,598,731,634,668,"-0,8338520728","-0,5736497312","-0,310931855","-1,121937528","-1,437657846","-0,7242644547","-1,221127709","-0,3749061778","-0,6398606528","-0,046575373"
101,6996,Clive Longe,,GBR,9,Budapest,9/1/1966,"11,3","6,62","15,09","1,7","51,7","15,6","46,46",4,"55,6",04:49.9,"290,00",795,725,796,544,738,779,797,618,672,619,"-0,5629405198","-1,415510121","0,8183446693","-2,512670029","-1,063630008","-0,9795506076","0,9234408003","-1,139635891","-0,2674759843","-0,4667503641"
102,6869,Walter Diessl,,AUT,10,Budapest,9/1/1966,"11,1","6,74","13,79","1,75","51,3","15,1","38,96",4,"46,96",04:42.0,"282,00",839,753,716,586,756,838,644,618,544,668,"0,004683686502","-1,10937907","-0,1130174126","-2,052742745","-0,8392133052","-0,3246861285","-0,7253983047","-1,139635891","-1,521824341","-0,046575373"
103,6849,Manfred Tiedtke,,GER,11,Budapest,9/1/1966,"11,3","6,83","14,66","1,91","50,6","15,4","38,26","3,5","53,4",05:04.6,"305,00",795,774,769,723,788,802,630,483,640,532,"-0,5629405198","-0,879780782","0,5040099666","-0,552503748","-0,4402502777","-0,7242644547","-0,8762724712","-2,053251035","-0,5810630735","-1,212775348"
104,6735,Franco Sar,,ITA,12,Budapest,9/1/1966,"11,5","6,21","13,61","1,75","53,2","14,9","47,58","4,1","52,42",05:06.6,"307,00",753,633,705,586,674,862,821,646,625,521,"-1,104763626","-2,421369288","-0,2410796988","-2,052742745","-1,861556063","-0,05830057762","1,182082229","-0,9501453425","-0,7280570216","-1,307100346"
105,6922,Jerzy Detko,,POL ,13,Budapest,9/1/1966,"11,5","6,59","14,22","1,88",52,"15,5","43,28","3,8","54,3",04:47.2,"287,00",753,718,742,697,725,791,732,563,653,637,"-1,104763626","-1,492042884","0,189675264","-0,837220638","-1,225708738","-0,8463578322","0,2229535988","-1,511849468","-0,4536683185","-0,3124003674"
106,6713,Steen Smidt-Jensen,,DEN,14,Budapest,9/1/1966,"11,5","6,59","11,94","1,85",52,"15,5","36,12","4,3","42,45",04:25.8,"266,00",753,718,603,671,725,791,587,703,478,772,"-1,104763626","-1,492042884","-1,428566353","-1,121937528","-1,225708738","-0,8463578322","-1,339671697","-0,5643967262","-2,168597713","0,845224608"
107,6703,Gert Herunter,,AUT,15,Budapest,9/1/1966,"11,1","6,77","11,78","1,85","50,6","15,2","34,22","3,6","48,76",04:38.6,"279,00",839,760,594,671,788,826,549,509,571,687,"0,004683686502","-1,032846307","-1,533344587","-1,121937528","-0,4402502777","-0,4578789039","-1,749187291","-1,877295526","-1,257235235","0,1163496235"
108,6802,Bruno Poserina,,ITA,16,Budapest,9/1/1966,"11,8","6,70","13,45","1,75","52,3","15,3","48,32","3,2","53,08",04:26.2,"266,00",691,744,695,586,712,814,836,406,635,772,"-1,904597735","-1,207778336","-0,3574999591","-2,052742745","-1,387787468","-0,5910716793","1,343733121","-2,574350043","-0,6300610562","0,845224608"
109,6671,Horst Mandl,,AUT,17,Budapest,9/1/1966,"11,6","7,02","12,88","1,85","52,4","15,4","36,2","3,7","52,24",04:49.8,"290,00",732,819,660,671,708,802,588,536,622,619,"-1,375675179","-0,3877844504","-0,7649708699","-1,121937528","-1,437657846","-0,7242644547","-1,328894971","-1,694572497","-0,7574558113","-0,4667503641"
110,6601,Derek Clarke,,GBR,18,Budapest,9/1/1966,"11,7","6,32","13,09","1,6","51,8","15,7","42,92","3,4","58,46",04:24.5,"265,00",712,657,673,465,734,767,725,457,715,778,"-1,633686182","-2,158971244","-0,6136245316","-3,377771348","-1,113500387","-1,112743383","0,1475165156","-2,229206544","0,1539066669","0,8966746069"
111,6665,Tadeusz Grzegorzewski,,POL ,19,Budapest,9/1/1966,"11,4","6,64","12,82","1,7","53,1","15,5","42,16","4,2","57,78",05:11.8,"312,00",774,730,657,544,678,791,709,674,705,493,"-0,8338520728","-1,360843862","-0,7998969479","-2,512670029","-1,811685685","-0,8463578322","-0,02491110323","-0,7606547941","0,05591070155","-1,547200341"
112,6516,Bernard Castang,,FRA ,20,Budapest,9/1/1966,"11,3","6,54","14,55","1,75","50,6","16,5","43,82","3,2","50,68",05:04.0,"304,00",795,707,763,586,788,678,743,406,599,537,"-0,5629405198","-1,612308653","0,4341578105","-2,052742745","-0,4402502777","-2,100589801","0,3414975868","-2,574350043","-0,9828465317","-1,169900349"
113,6487,Urs Trautmann,,SUI,21,Budapest,9/1/1966,"11,9","6,11","13,46","1,85","53,5","16,4","41,58","3,6","58,2",04:44.2,"284,00",671,611,696,671,661,689,697,509,711,656,"-2,162608738","-2,661900828","-0,345857933","-1,121937528","-2,023634793","-1,978496423","-0,1542318173","-1,877295526","0,1147082808","-0,1494753708"
114,6454,Gyula Hubai,,HUN ,22,Budapest,9/1/1966,"11,6","6,24","12,83","1,8","53,1","16,5","43,08","4,45","46,38",05:07.5,"308,00",732,640,657,628,678,678,728,746,536,515,"-1,375675179","-2,344836525","-0,7998969479","-1,592815461","-1,811685685","-2,100589801","0,1798466941","-0,273393384","-1,600221114","-1,358550345"
115,6416,Robert Lespagnard,,BEL,23,Budapest,9/1/1966,"11,5","6,47","11,78","1,8","50,6","16,6","30,08","4,1","45,6",04:30.0,"270,00",753,691,594,628,788,667,467,646,524,745,"-1,104763626","-1,787240682","-1,533344587","-1,592815461","-0,4402502777","-2,222683178","-2,632878838","-0,9501453425","-1,717816272","0,613699613"
116,6306,Charlemagne Anyamah,,FRA ,24,Budapest,9/1/1966,"11,2","6,33","13,49","1,75","51,4","15,9","36,36","3,3","46,78",04:57.4,"297,00",817,660,698,586,752,745,591,432,542,578,"-0,2791284166","-2,126171489","-0,322573881","-2,052742745","-0,8890836836","-1,356930138","-1,296564792","-2,398394534","-1,541423534","-0,8183253566"
117,5924,Suat Jegeni,,ALB,25,Budapest,9/1/1966,"11,9","6,28","10,85","1,7","53,4","17,4","35,18","3,7","40,94",04:22.4,"262,00",671,648,537,544,665,584,568,536,456,798,"-2,162608738","-2,25737051","-2,196940071","-2,512670029","-1,973764415","-3,143933208","-1,544429494","-1,694572497","-2,384188837","1,068174603"
118,7910,Joachim Kirst,,GER,1,Athens,9/18/1969,"10,8","7,62","16,28","2,13","47,9","15,9","44,7","4,1","57,6",04:58.7,"299,00",906,965,869,925,914,745,761,646,702,566,"0,8690205461","1,208470314","1,668212569","1,659527474","1,130666643","-1,356930138","0,5354786579","-0,9501453425","0,02651191193","-0,9212253544"
119,7683,Herbert Wessel,,GER,2,Athens,9/18/1969,"10,9","7,37","14,21","1,98","49,6","15,4","40,98","4,6","54,16",04:37.0,"277,00",883,903,742,786,834,802,685,790,651,700,"0,5723078928","0,5306087019","0,189675264","0,1373871777","0,1332590744","-0,7242644547","-0,2835525315","0,02437747777","-0,4732675116","0,2278246212"
120,7653,Viktor Chelnokov,,USR,3,Athens,9/18/1969,"10,9","6,98","15,12","1,86",49,"16,7","47,34","4,1","67,86",04:31.5,"272,00",883,809,798,679,862,656,816,646,857,732,"0,5723078928","-0,4971169685","0,8416287213","-1,034332331","0,4823517235","-2,344776556","1,128198598","-0,9501453425","1,545449376","0,5022246153"
121,7648,Nikolay Avilov,,USR,4,Athens,9/18/1969,"11,4","7,40","13,39","2,04","49,2",15,"41,86","4,1","58,76",04:28.9,"269,00",774,911,692,841,852,850,703,646,720,752,"-0,8338520728","0,6180747164","-0,3924260371","0,7396729065","0,3576757774","-0,191493353","-0,08957146029","-0,9501453425","0,2029046496","0,6737246117"
122,7469,Rüdiger Demmig,,GER,5,Athens,9/18/1969,"11,1","7,03","13,38","1,89",48,15,"43,56","4,2","53,12",04:37.0,"277,00",839,821,691,705,910,850,738,674,635,700,"0,004683686502","-0,3659179468","-0,4040680632","-0,749615441","1,080796265","-0,191493353","0,2876139559","-0,7606547941","-0,6300610562","0,2278246212"
123,7439,Horst Mandl,,AUT,6,Athens,9/18/1969,"11,3","7,15","13,38","1,92","49,8","15,1",40,"4,4","58,42",04:38.8,"279,00",795,850,691,732,824,838,665,731,715,687,"-0,5629405198","-0,04885364418","-0,4040680632","-0,4539479015","0,00858312828","-0,3246861285","-0,499087055","-0,3749061778","0,1539066669","0,1163496235"
124,7402,Lennart Hedmark,,SWE ,7,Athens,9/18/1969,"11,4","7,13","13,62","1,89","50,2","15,5","42,44","4,1","66,64",04:42.3,"282,00",774,845,706,705,806,791,715,646,839,668,"-0,8338520728","-0,1035199032","-0,2294376728","-0,749615441","-0,2158335747","-0,8463578322","0,03974925383","-0,9501453425","1,369056638","-0,046575373"
125,7332,Urs Trautmann,,SUI,8,Athens,9/18/1969,"11,3","7,04","14,17","1,95","50,8","15,9","44,6","3,9","61,86",04:42.6,"283,00",795,824,739,759,779,745,759,590,766,662,"-0,5629405198","-0,3331181913","0,154749186","-0,1582803619","-0,5524586292","-1,356930138","0,5139252056","-1,329126439","0,6536860905","-0,09802537191"
126,7245,Leonid Litvinenko,,USR,9,Athens,9/18/1969,"11,1","7,13","13,9","1,83","49,2",15,"41,02","3,4","54,08",04:24.3,"264,00",839,845,723,653,852,850,686,457,650,785,"0,004683686502","-0,1035199032","-0,03152323042","-1,319049221","0,3576757774","-0,191493353","-0,2727758053","-2,229206544","-0,4830671081","0,9566996057"
127,7204,Spas Dzhurov,,BUL,10,Athens,9/18/1969,"11,1","6,79","15,02","1,83","50,3","15,7","41,38","4,1","55,36",04:41.6,"282,00",839,765,791,653,801,767,693,646,669,668,"0,004683686502","-0,9781800483","0,7601345392","-1,319049221","-0,2781715478","-1,112743383","-0,1973387221","-0,9501453425","-0,2968747739","-0,046575373"
128,7167,József Bákái,,HUN ,11,Athens,9/18/1969,"11,2","7,26","14,32","1,89","52,1","16,6","46,46","4,2","60,84",05:11.0,"311,00",817,877,748,705,721,667,797,674,751,499,"-0,2791284166","0,2463441548","0,2595274202","-0,749615441","-1,275579117","-2,222683178","0,9234408003","-0,7606547941","0,5066921424","-1,495750342"
129,7146,Charlemagne Anyanah,,FRA ,12,Athens,9/18/1969,"11,1","6,65","13,67","1,89","50,2","15,3","38,5",4,"59,48",04:44.8,"285,00",839,732,709,705,806,814,635,618,731,650,"0,004683686502","-1,338977358","-0,1945115947","-0,749615441","-0,2158335747","-0,5910716793","-0,8223888403","-1,139635891","0,3107002116","-0,2009253697"
130,6956,Tadeusz Janczenko,,POL ,13,Athens,9/18/1969,"10,9","7,28","12,81","1,92","50,4","17,1","40,48",4,"53,1",05:01.1,"301,00",883,881,656,732,797,614,675,618,635,554,"0,5723078928","0,290077162","-0,811538974","-0,4539479015","-0,3280419262","-2,81095127","-0,3913197932","-1,139635891","-0,6300610562","-1,024125352"
131,6979,Hannu Kyösola,,FIN ,14,Athens,9/18/1969,"11,2","7,46","13,09","1,8","50,1",16,"35,54","3,3","61,9",04:35.8,"276,00",817,925,673,628,810,733,575,432,767,706,"-0,2791284166","0,7711402418","-0,6136245316","-1,592815461","-0,1659631963","-1,490122913","-1,468992411","-2,398394534","0,663485687","0,2792746201"
132,7011,Steen Smidt-Jensen,,DEN,15,Athens,9/18/1969,"11,2","6,81","11,99","2,01","50,8","15,1","40,38",4,"53,1",05:01.1,"301,00",817,769,606,813,779,838,673,618,635,554,"-0,2791284166","-0,934447041","-1,393640275","0,4330547173","-0,5524586292","-0,3246861285","-0,4128732456","-1,139635891","-0,6300610562","-1,024125352"
133,6927,Jan Neckář,,CZE ,16,Athens,9/18/1969,"11,7","6,50","13,01","1,92","52,9","15,9","40,36","3,7","68,16",04:36.4,"276,00",712,698,668,732,686,745,672,536,862,706,"-1,633686182","-1,71070792","-0,6718346617","-0,4539479015","-1,711944928","-1,356930138","-0,4236499718","-1,694572497","1,594447358","0,2792746201"
134,6851,Yordan Miyakov,,BUL,17,Athens,9/18/1969,"11,6","6,49","14,26","1,75","53,2","16,1","41,84","4,1","61,44",04:40.9,"281,00",732,696,745,586,674,722,703,646,760,675,"-1,375675179","-1,732574423","0,2246013421","-2,052742745","-1,861556063","-1,612216291","-0,08957146029","-0,9501453425","0,5948885112","0,01344962572"
135,6841,Rafael Cano,,ESP,18,Athens,9/18/1969,"11,2","7,17","11,22","1,89",50,"15,8","33,42","3,9","52,32",04:40.6,"281,00",817,855,560,705,815,756,533,590,623,675,"-0,2791284166","0,005812614888","-1,929173472","-0,749615441","-0,1036252232","-1,23483676","-1,92161491","-1,329126439","-0,7476562147","0,01344962572"
136,6120,Vasilios Sevastis,,GRE,19,Athens,9/18/1969,"11,5","7,45",12,,"50,6","16,2","36,02","3,5","51,8",04:30.2,"270,00",753,923,607,0,788,711,585,483,616,745,"-1,104763626","0,7492737382","-1,381998249","-8,469823419","-0,4402502777","-1,734309668","-1,361225149","-2,053251035","-0,8162533905","0,613699613"
137,6542,Franz Biedermann,,LIE,20,Athens,9/18/1969,"11,7","6,61","10,23","1,8","51,3","16,4","33,16","4,1","57,64",04:30.0,"270,00",712,723,500,628,756,689,527,646,703,745,"-1,633686182","-1,437376624","-2,627695034","-1,592815461","-0,8392133052","-1,978496423","-1,986275267","-0,9501453425","0,03631150847","0,613699613"
138,8188,Joachim Kirst,,GER,1,Helsinki,8/12/1971,"11,02","7,68","16,59","2,13","48,97","16,12","47,21","4,2","65,51",04:44.7,"285,00",857,980,888,925,863,720,813,674,822,650,"0,2368935891","1,372469092","1,889411063","1,659527474","0,4948193181","-1,634415087","1,095868419","-0,7606547941","1,202463497","-0,2009253697"
139,8054,Lennart Hedmark,,SWE ,2,Helsinki,8/12/1971,"11,28","7,51","15,37","1,89","49,09","14,78","45,37","4,2","73,79",04:41.0,"281,00",800,938,813,705,858,877,775,674,948,675,"-0,4984377691","0,9132725154","1,016259112","-0,749615441","0,432481345","0,1081903917","0,6863528244","-0,7606547941","2,437212661","0,01344962572"
